,S_Type,Distance_distance,FLUX_I,FLUX_H,Fe_H_Teff,Class,subtype,Mbol,Lum,Teff,Mass
263,G8V,26.2381,,5.902999877929688,5457,G,8,5.09,0.7244359600749902,5370.0,0.829
264,A1V,53.0839,,5.352000236511231,8954,A,1,1.44,20.892961308540407,9370.0,2.005
265,K7V,18.2712,8.284000396728517,6.651000022888184,3902,K,7,6.66,0.17060823890031235,4125.0,0.616
266,A1V,74.2049,,6.019000053405763,0,A,1,1.44,20.892961308540407,9370.0,2.005
267,G2V,47.7792,,6.752999782562256,5897,G,2,4.54,1.2022644346174132,5770.0,0.986
268,F5V,82.9,,6.567999839782715,6551,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
269,G5,82.3723,,7.598999977111816,6120,G,5,4.805,0.9418895965228418,5575.0,0.906
270,M0Vk,34.8757,,7.72100019454956,4006,M,0,7.55,0.07516228940182057,3700.0,0.454
271,B9Vne,110.021,6.639999866485597,5.960000038146973,11750,B,9,0.57,46.55860935229591,10850.0,2.455
272,F5.5V,27.0616,5.300000190734863,4.775000095367432,6503,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
273,A0V,64.3021,,5.511000156402588,9594,A,0,1.24,25.11886431509581,9700.0,2.07
274,G1V,77.9217,,7.7870001792907715,5996,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
275,F8V,56.9557,,6.868000030517577,6142,F,8,4.12,1.7701089583174212,6150.0,1.09
276,G4V,113.4018,8.399999618530272,7.570000171661378,6167,G,4,4.71,1.0280162981264738,5640.0,0.933
277,A1V,62.1079,,5.301000118255615,0,A,1,1.44,20.892961308540407,9370.0,2.005
278,A3Va,11.091,2.059999942779541,1.924999952316284,8720,A,3,1.795,15.066070661867425,8830.0,1.865
279,F2IV/V,102.1284,,7.311999797821045,0,F,2,3.27,3.8725764492161727,7040.0,1.31
280,F3IV,108.0299,,7.360000133514403,0,F,3,3.425,3.3573761424295476,6865.0,1.27
281,G5V,46.7876,,7.026999950408936,0,G,5,4.805,0.9418895965228418,5575.0,0.906
282,G3V,35.5134,,6.242000102996826,5749,G,3,4.625,1.1117317272815914,5705.0,0.9595
283,G4V,35.529,,6.287000179290772,5784,G,4,4.71,1.0280162981264738,5640.0,0.933
284,A2V,99.1513,,6.3439998626708975,0,A,2,1.64,17.378008287493763,9040.0,1.94
285,F5V,102.7316,,7.480000019073486,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
286,G3V(e),98.632,7.677999973297119,6.9670000076293945,5531,G,3,4.625,1.1117317272815914,5705.0,0.9595
287,B9V,104.8537,,6.079999923706055,11508,B,9,0.57,46.55860935229591,10850.0,2.455
288,A3V,104.6069,,7.0250000953674325,0,A,3,1.795,15.066070661867425,8830.0,1.865
289,G5V,37.7618,7.414000034332275,6.591000080108643,5520,G,5,4.805,0.9418895965228418,5575.0,0.906
290,A1V,58.81,,5.35699987411499,8954,A,1,1.44,20.892961308540407,9370.0,2.005
291,A2V,112.4429,,7.065999984741211,0,A,2,1.64,17.378008287493763,9040.0,1.94
292,A6V,121.0991,,,0,A,6,2.28,9.63829023623971,8200.0,1.66
293,F3V,112.7955,,7.564000129699707,6724,F,3,3.425,3.3573761424295476,6865.0,1.27
294,F5V,114.8528,7.5349998474121085,7.35699987411499,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
295,G9V(e),115.1875,,7.6560001373291025,6000,G,9,5.199999999999999,0.6546361740672755,5285.0,0.8049999999999999
296,A6III,116.5705,,7.48199987411499,0,A,6,2.28,9.63829023623971,8200.0,1.66
297,G5V,32.2281,,6.007999897003174,5750,G,5,4.805,0.9418895965228418,5575.0,0.906
298,M0.5,53.111000000000004,9.5,7.504000186920166,3990,M,0,7.55,0.07516228940182057,3700.0,0.454
299,A0V,105.9434,,6.0310001373291025,10116,A,0,1.24,25.11886431509581,9700.0,2.07
300,F5V,103.334,,6.758999824523926,6515,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
300,F5V,103.334,,6.758999824523926,6515,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
301,G2V,27.4712,6.4000000953674325,5.611000061035156,5882,G,2,4.54,1.2022644346174132,5770.0,0.986
302,B9V,97.3625,,6.276999950408936,10568,B,9,0.57,46.55860935229591,10850.0,2.455
303,F6V,76.5562,,7.216000080108643,7166,F,6,3.86,2.2490546058357817,6400.0,1.16
304,A3V,108.2579,,7.051000118255615,0,A,3,1.795,15.066070661867425,8830.0,1.865
305,A1V,72.6042,,5.914000034332275,9204,A,1,1.44,20.892961308540407,9370.0,2.005
306,G5V,111.9382,,7.252999782562256,5373,G,5,4.805,0.9418895965228418,5575.0,0.906
307,F7V,104.5161,,7.189000129699707,0,F,7,3.99,1.9952623149688797,6275.0,1.125
308,F6V,108.0205,,6.818999767303468,6481,F,6,3.86,2.2490546058357817,6400.0,1.16
309,F2V,17.9613,,3.371999979019165,6784,F,2,3.27,3.8725764492161727,7040.0,1.31
310,A7V,34.8865,,4.708000183105469,7646,A,7,2.445,8.279421637123345,8000.0,1.595
311,A0V,71.9093,5.809999942779541,5.7940001487731925,9750,A,0,1.24,25.11886431509581,9700.0,2.07
312,A9V,108.3142,,7.2729997634887695,6901,A,9,2.7800000000000002,6.08135001278718,7610.0,1.4649999999999999
313,G0V,56.306000000000004,,6.9559998512268075,6058,G,0,4.33,1.4588142602753487,5950.0,1.04
314,K3Ve,103.6742,9.196999549865724,7.953000068664551,4749,K,3,5.82,0.36982817978026616,4760.0,0.7155
315,A0V,129.9849,,7.5869998931884775,0,A,0,1.24,25.11886431509581,9700.0,2.07
316,A0Va_lB,38.1633,4.78000020980835,4.761000156402588,8970,A,0,1.24,25.11886431509581,9700.0,2.07
317,F2V,125.8447,,7.730000019073486,7209,F,2,3.27,3.8725764492161727,7040.0,1.31
318,K1Vk,30.4395,,6.677000045776367,5177,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
319,A3III/IV,109.426,,7.241000175476074,0,A,3,1.795,15.066070661867425,8830.0,1.865
320,F5/6V,108.9348,,7.829999923706055,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
321,A2IV/V,101.6467,,6.686999797821045,0,A,2,1.64,17.378008287493763,9040.0,1.94
322,K0Ve,94.7984,8.940999984741211,7.702000141143799,4719,K,0,5.31,0.5915616341754742,5200.0,0.781
323,F3/5IV/V,132.9275,,8.145000457763674,0,F,3,3.425,3.3573761424295476,6865.0,1.27
324,F7/8V,54.06399999999999,,6.521999835968018,6149,F,7,3.99,1.9952623149688797,6275.0,1.125
325,F6/8,119.3332,,7.892000198364258,0,F,6,3.86,2.2490546058357817,6400.0,1.16
326,G6V,47.6579,7.585999965667725,6.834000110626222,5719,G,6,4.9,0.8629785477669701,5510.0,0.879
327,G5V,43.6331,,6.835000038146973,5830,G,5,4.805,0.9418895965228418,5575.0,0.906
328,G1V,60.4365,,7.138999938964844,6029,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
329,F3V,95.6508,,7.22599983215332,6613,F,3,3.425,3.3573761424295476,6865.0,1.27
330,G3V,20.2948,3.920000076293945,3.345999956130981,5712,G,3,4.625,1.1117317272815914,5705.0,0.9595
331,G0V,17.5381,4.5,4.10699987411499,6234,G,0,4.33,1.4588142602753487,5950.0,1.04
332,A2mA4-A9/F0,71.929,,5.489999771118164,0,A,2,1.64,17.378008287493763,9040.0,1.94
333,G6.5V,8.5053,,2.9739999771118164,5537,G,6,4.9,0.8629785477669701,5510.0,0.879
334,F2IV/V,109.6167,,7.385000228881836,0,F,2,3.27,3.8725764492161727,7040.0,1.31
335,A7/8V,115.9017,,7.394999980926514,7530,A,7,2.445,8.279421637123345,8000.0,1.595
337,A0V,62.5794,5.639999866485597,5.5960001945495605,9183,A,0,1.24,25.11886431509581,9700.0,2.07
338,F2V,76.9166,,6.685999870300293,0,F,2,3.27,3.8725764492161727,7040.0,1.31
339,F6V,107.6114,,6.9730000495910645,6621,F,6,3.86,2.2490546058357817,6400.0,1.16
340,B9.5V,155.5065,,7.532999992370605,0,B,9,0.57,46.55860935229591,10850.0,2.455
341,A2V,67.8555,,5.668000221252441,9141,A,2,1.64,17.378008287493763,9040.0,1.94
342,F8VFe-0.9,34.7147,,5.40500020980835,6397,F,8,4.12,1.7701089583174212,6150.0,1.09
344,B8V,141.3847,,6.178999900817871,12474,B,8,-0.1,86.29785477669702,12000.0,2.84
345,A0V,122.9135,,6.3470001220703125,0,A,0,1.24,25.11886431509581,9700.0,2.07
346,B8.5Vn+A2.5Va,,,,10740,B,8,-0.1,86.29785477669702,12000.0,2.84
347,F3V,110.9201,,7.403999805450439,0,F,3,3.425,3.3573761424295476,6865.0,1.27
348,A1V,103.7646,,6.203999996185303,0,A,1,1.44,20.892961308540407,9370.0,2.005
349,F0V,113.9341,,7.567999839782715,6903,F,0,2.95,5.199959965335161,7420.0,1.4
350,F8V,134.1094,,7.763000011444093,0,F,8,4.12,1.7701089583174212,6150.0,1.09
351,K2,34.2565,7.5999999046325675,6.644000053405763,0,K,2,5.62,0.4446312674691087,4930.0,0.738
352,K2,36.801,8.180000305175781,6.938000202178955,0,K,2,5.62,0.4446312674691087,4930.0,0.738
353,F5V,117.2017,,7.324999809265138,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
354,A2V,122.5881,,7.425000190734862,0,A,2,1.64,17.378008287493763,9040.0,1.94
355,G2V,51.8516,,6.75,5969,G,2,4.54,1.2022644346174132,5770.0,0.986
356,F3/5V,71.6933,,6.787000179290772,6719,F,3,3.425,3.3573761424295476,6865.0,1.27
357,A7V,66.048,4.110000133514403,5.901000022888184,7780,A,7,2.445,8.279421637123345,8000.0,1.595
358,F8V,,,,6407,F,8,4.12,1.7701089583174212,6150.0,1.09
359,G0V,71.5195,,7.125999927520753,5798,G,0,4.33,1.4588142602753487,5950.0,1.04
360,A2Vn,68.9436,,5.735000133514403,8851,A,2,1.64,17.378008287493763,9040.0,1.94
361,G7V,86.0689,,7.572999954223633,5794,G,7,4.995,0.7906786279998251,5440.0,0.854
364,A1V,132.4889,,7.427999973297119,0,A,1,1.44,20.892961308540407,9370.0,2.005
365,F2V,168.2029,,8.154999732971191,0,F,2,3.27,3.8725764492161727,7040.0,1.31
366,F2V,160.4544,,7.622000217437744,0,F,2,3.27,3.8725764492161727,7040.0,1.31
367,A0V,133.7649,,7.254000186920166,0,A,0,1.24,25.11886431509581,9700.0,2.07
368,F3V,,,7.841000080108643,0,F,3,3.425,3.3573761424295476,6865.0,1.27
369,A0V,143.437,,7.563000202178955,0,A,0,1.24,25.11886431509581,9700.0,2.07
370,A9V,126.939,,7.248000144958496,7381,A,9,2.7800000000000002,6.08135001278718,7610.0,1.4649999999999999
371,G8Vk:,23.7585,6.46999979019165,5.629000186920166,5503,G,8,5.09,0.7244359600749902,5370.0,0.829
372,G6V,20.2547,6.014999866485597,5.214000225067139,5558,G,6,4.9,0.8629785477669701,5510.0,0.879
373,F8,45.598,,6.2230000495910645,6161,F,8,4.12,1.7701089583174212,6150.0,1.09
374,F8V,89.7312,,7.151000022888184,6079,F,8,4.12,1.7701089583174212,6150.0,1.09
375,G3V,136.0359,,7.927999973297119,0,G,3,4.625,1.1117317272815914,5705.0,0.9595
376,F7V,36.3307,,5.789000034332275,6250,F,7,3.99,1.9952623149688797,6275.0,1.125
377,G3V,59.7461,,7.057000160217285,0,G,3,4.625,1.1117317272815914,5705.0,0.9595
378,G1V,30.7236,,5.71999979019165,0,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
379,A2V,145.6028,,6.513000011444093,0,A,2,1.64,17.378008287493763,9040.0,1.94
380,F5V,43.4596,,6.0250000953674325,6367,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
381,F5V,61.8529,,6.732999801635742,6482,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
382,A2IV,133.6541,,7.564000129699707,0,A,2,1.64,17.378008287493763,9040.0,1.94
383,B9V,176.666,,7.300000190734862,0,B,9,0.57,46.55860935229591,10850.0,2.455
384,G0V,49.207,,6.335999965667725,6254,G,0,4.33,1.4588142602753487,5950.0,1.04
385,F9VCH-0.4,35.0689,,5.85699987411499,6069,F,9,4.225,1.6069412530128782,6050.0,1.065
386,A9V,110.7101,,7.361999988555907,6947,A,9,2.7800000000000002,6.08135001278718,7610.0,1.4649999999999999
388,G8V,41.8576,,6.133999824523926,5535,G,8,5.09,0.7244359600749902,5370.0,0.829
389,A3/5V,55.5401,,5.447000026702881,0,A,3,1.795,15.066070661867425,8830.0,1.865
390,G9V,52.5365,8.51200008392334,7.456999778747559,5170,G,9,5.199999999999999,0.6546361740672755,5285.0,0.8049999999999999
391,A2V,86.6694,,5.7849998474121085,8511,A,2,1.64,17.378008287493763,9040.0,1.94
392,F3/5V,112.3166,,7.73199987411499,0,F,3,3.425,3.3573761424295476,6865.0,1.27
393,F8/G0V,85.6619,,7.8379998207092285,0,F,8,4.12,1.7701089583174212,6150.0,1.09
394,A5V,47.3869,,5.25,7962,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
395,A2IIIs,52.3684,,5.515999794006348,0,A,2,1.64,17.378008287493763,9040.0,1.94
396,A3Va,28.4304,,3.8059999942779537,8641,A,3,1.795,15.066070661867425,8830.0,1.865
397,F3V,123.5315,,7.901000022888184,0,F,3,3.425,3.3573761424295476,6865.0,1.27
398,G1V,50.4322,,6.727000236511231,6018,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
399,A1V,60.6197,,2.759999990463257,9419,A,1,1.44,20.892961308540407,9370.0,2.005
400,F5V,130.4751,,8.222999572753906,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
400,F5V,130.4751,,8.222999572753906,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
401,A1V,114.1826,,7.0349998474121085,0,A,1,1.44,20.892961308540407,9370.0,2.005
402,B8/9V,148.2734,,6.8309998512268075,0,B,8,-0.1,86.29785477669702,12000.0,2.84
403,F4V,31.1038,,4.014999866485597,6647,F,4,3.58,2.910717118066606,6690.0,1.23
404,F0V,107.5593,,7.433000087738037,0,F,0,2.95,5.199959965335161,7420.0,1.4
405,B9.5V,,,,0,B,9,0.57,46.55860935229591,10850.0,2.455
406,F0,88.0855,,7.665999889373778,0,F,0,2.95,5.199959965335161,7420.0,1.4
407,A3III,55.3238,,5.769000053405763,0,A,3,1.795,15.066070661867425,8830.0,1.865
408,F2V,97.0167,,7.561999797821045,7057,F,2,3.27,3.8725764492161727,7040.0,1.31
409,M0,36.6713,,7.790999889373778,4004,M,0,7.55,0.07516228940182057,3700.0,0.454
410,F0,,,,7194,F,0,2.95,5.199959965335161,7420.0,1.4
411,A0V,137.4155,,7.179999828338622,0,A,0,1.24,25.11886431509581,9700.0,2.07
412,K0V,40.1059,7.105999946594237,5.99399995803833,5002,K,0,5.31,0.5915616341754742,5200.0,0.781
413,B9V,161.47,,7.488999843597412,0,B,9,0.57,46.55860935229591,10850.0,2.455
414,F3/5V,17.3923,,3.732000112533569,6649,F,3,3.425,3.3573761424295476,6865.0,1.27
415,F2V,111.02600000000001,,7.47100019454956,6834,F,2,3.27,3.8725764492161727,7040.0,1.31
416,F6V,37.2202,,5.78000020980835,6255,F,6,3.86,2.2490546058357817,6400.0,1.16
417,B9/A0V,148.1657,,7.4060001373291025,0,B,9,0.57,46.55860935229591,10850.0,2.455
418,F5V,128.6091,,7.939000129699707,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
419,A5IV-V,53.5467,,5.267000198364258,8414,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
420,F3V,152.8328,,8.130999565124513,6391,F,3,3.425,3.3573761424295476,6865.0,1.27
421,A1V,80.143,,5.644999980926514,0,A,1,1.44,20.892961308540407,9370.0,2.005
422,A2V(e)kB9mB9_lB,110.6268,7.039999961853027,6.861000061035156,10040,A,2,1.64,17.378008287493763,9040.0,1.94
423,A2/3V,150.9092,,7.995999813079834,0,A,2,1.64,17.378008287493763,9040.0,1.94
425,G2,60.3442,7.2129998207092285,6.4130001068115225,5963,G,2,4.54,1.2022644346174132,5770.0,0.986
426,B9V,145.3425,,6.668000221252441,0,B,9,0.57,46.55860935229591,10850.0,2.455
427,F3V,137.5497,,7.973999977111816,0,F,3,3.425,3.3573761424295476,6865.0,1.27
428,A1IV/V,69.7632,,5.658999919891357,0,A,1,1.44,20.892961308540407,9370.0,2.005
429,A0V,144.3251,,7.277999877929687,0,A,0,1.24,25.11886431509581,9700.0,2.07
430,G1V,35.5683,,5.989999771118164,5905,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
431,A0V,144.0528,,7.119999885559082,0,A,0,1.24,25.11886431509581,9700.0,2.07
432,B8Ia/Iab,133.0265,4.960000038146973,4.828999996185303,21380,B,8,-0.1,86.29785477669702,12000.0,2.84
433,G5V,32.9694,,6.15500020980835,5601,G,5,4.805,0.9418895965228418,5575.0,0.906
434,A6III,69.25399999999999,,6.1459999084472665,0,A,6,2.28,9.63829023623971,8200.0,1.66
435,F0V,130.249,,7.815999984741211,7041,F,0,2.95,5.199959965335161,7420.0,1.4
436,A5IV/V,139.2002,,7.652999877929687,0,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
437,F5V,137.1422,,7.783999919891357,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
438,G0,65.7968,,7.052000045776367,0,G,0,4.33,1.4588142602753487,5950.0,1.04
439,A9V,144.0154,,7.361000061035156,6989,A,9,2.7800000000000002,6.08135001278718,7610.0,1.4649999999999999
440,G0,33.7419,,6.056000232696532,5940,G,0,4.33,1.4588142602753487,5950.0,1.04
441,F3V,48.6905,,5.441999912261963,6667,F,3,3.425,3.3573761424295476,6865.0,1.27
442,F0V,142.3143,,7.948999881744385,0,F,0,2.95,5.199959965335161,7420.0,1.4
443,B9V,136.8345,,7.171000003814697,0,B,9,0.57,46.55860935229591,10850.0,2.455
444,F5V,120.434,,7.85099983215332,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
445,B9V,112.1831,,6.39300012588501,10715,B,9,0.57,46.55860935229591,10850.0,2.455
446,G8/K0IV,44.6666,,5.985000133514403,6320,G,8,5.09,0.7244359600749902,5370.0,0.829
447,F6V,124.9719,,8.060999870300293,0,F,6,3.86,2.2490546058357817,6400.0,1.16
448,A3V,55.5534,,5.684000015258789,0,A,3,1.795,15.066070661867425,8830.0,1.865
449,A1Va,43.4749,,4.939000129699707,9509,A,1,1.44,20.892961308540407,9370.0,2.005
450,G0V,96.9265,,7.769000053405763,0,G,0,4.33,1.4588142602753487,5950.0,1.04
451,K3Ve,28.1132,8.234999656677246,6.734000205993652,4607,K,3,5.82,0.36982817978026616,4760.0,0.7155
452,F2/3V,131.4994,,7.8540000915527335,6500,F,2,3.27,3.8725764492161727,7040.0,1.31
453,G7V,50.0879,,6.885000228881836,5497,G,7,4.995,0.7906786279998251,5440.0,0.854
454,A9V,143.9222,,7.903999805450439,7205,A,9,2.7800000000000002,6.08135001278718,7610.0,1.4649999999999999
455,A9IIIbn,54.2264,3.3299999237060547,3.119999885559082,7143,A,9,2.7800000000000002,6.08135001278718,7610.0,1.4649999999999999
456,B9.5V(n)+A1V(n),,,,0,B,9,0.57,46.55860935229591,10850.0,2.455
457,G5V,12.908,,4.010000228881837,5831,G,5,4.805,0.9418895965228418,5575.0,0.906
458,G5,65.436,,7.592000007629394,0,G,5,4.805,0.9418895965228418,5575.0,0.906
459,A5V,146.6018,,7.855999946594237,0,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
460,K0V,40.6843,,7.033999919891357,5531,K,0,5.31,0.5915616341754742,5200.0,0.781
461,F9V,12.1768,,3.650000095367432,6107,F,9,4.225,1.6069412530128782,6050.0,1.065
462,F5,85.0702,,7.247000217437744,6679,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
463,F5IV-V,62.588,,5.330999851226807,6684,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
464,G3V,31.428,,6.119999885559082,5783,G,3,4.625,1.1117317272815914,5705.0,0.9595
465,F8,47.2608,,6.423999786376952,6055,F,8,4.12,1.7701089583174212,6150.0,1.09
466,F5/6V,61.5544,,6.789999961853027,6314,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
467,G3V,42.8883,,6.598999977111816,5917,G,3,4.625,1.1117317272815914,5705.0,0.9595
468,A3V,129.2725,,7.317999839782715,0,A,3,1.795,15.066070661867425,8830.0,1.865
469,F0V,142.1828,,7.429999828338622,6844,F,0,2.95,5.199959965335161,7420.0,1.4
470,F8/G0V,45.3159,,6.480000019073486,5967,F,8,4.12,1.7701089583174212,6150.0,1.09
471,F5V,140.5956,,7.059999942779541,0,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
472,A5IV/V,53.2501,,5.25600004196167,0,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
473,K2V,44.5879,,7.467000007629394,0,K,2,5.62,0.4446312674691087,4930.0,0.738
474,K3V,44.5853,,7.51200008392334,0,K,3,5.82,0.36982817978026616,4760.0,0.7155
475,F5IV/V,41.5996,,4.579999923706055,6519,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
476,G3V,32.4799,,6.064000129699707,5794,G,3,4.625,1.1117317272815914,5705.0,0.9595
477,A0/1V,65.1275,,5.572999954223633,0,A,0,1.24,25.11886431509581,9700.0,2.07
478,G6V,63.2563,,,0,G,6,4.9,0.8629785477669701,5510.0,0.879
479,F6/7V,62.2158,,6.795000076293945,6185,F,6,3.86,2.2490546058357817,6400.0,1.16
480,K1Vp,30.5063,6.389999866485597,4.9070000648498535,5140,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
481,A0V,111.7518,,7.109000205993652,0,A,0,1.24,25.11886431509581,9700.0,2.07
482,A7II/III,68.2477,,6.300000190734862,0,A,7,2.445,8.279421637123345,8000.0,1.595
483,A7V,42.7467,,5.2150001525878915,7656,A,7,2.445,8.279421637123345,8000.0,1.595
484,F5V,100.5066,,7.366000175476074,6354,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
485,K1III,124.9204,8.312000274658201,6.874000072479247,0,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
486,F5V,58.401,,5.379000186920166,6479,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
487,G3V,45.5834,,6.51800012588501,5708,G,3,4.625,1.1117317272815914,5705.0,0.9595
488,K1V,67.7557,8.664999961853027,7.4619998931884775,0,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
489,A5V,46.8299,,5.250999927520752,7798,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
490,A5IV/V,41.3469,,4.866000175476074,7888,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
491,F8/G0V,65.735,7.736000061035156,7.0920000076293945,0,F,8,4.12,1.7701089583174212,6150.0,1.09
492,G5V,87.8905,8.977999687194824,7.446000099182129,5588,G,5,4.805,0.9418895965228418,5575.0,0.906
493,G0,116.814,8.234000205993652,6.739999771118164,0,G,0,4.33,1.4588142602753487,5950.0,1.04
494,G3V,75.0785,,7.64900016784668,0,G,3,4.625,1.1117317272815914,5705.0,0.9595
495,A1VnkA0mA0,30.0394,3.7100000381469727,3.640000104904175,9311,A,1,1.44,20.892961308540407,9370.0,2.005
496,K0V,42.1333,,,0,K,0,5.31,0.5915616341754742,5200.0,0.781
497,F6V,49.615,,6.019999980926514,6582,F,6,3.86,2.2490546058357817,6400.0,1.16
498,G1V,17.2041,,4.613999843597412,5906,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
499,F9.5V,7.0,,,6046,F,9,4.225,1.6069412530128782,6050.0,1.065
500,A0V,59.7118,,5.40399980545044,0,A,0,1.24,25.11886431509581,9700.0,2.07
500,A0V,59.7118,,5.40399980545044,0,A,0,1.24,25.11886431509581,9700.0,2.07
501,K0V,42.1779,,6.883999824523926,5106,K,0,5.31,0.5915616341754742,5200.0,0.781
502,M1,14.3787,7.929999828338622,6.239999771118164,3729,M,1,8.12,0.04446312674691091,3550.0,0.358
503,F5V,37.055,,5.2820000648498535,6606,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
504,A0/1V,73.5992,,5.689000129699707,9204,A,0,1.24,25.11886431509581,9700.0,2.07
505,G2V,35.3744,6.71999979019165,5.8959999084472665,5798,G,2,4.54,1.2022644346174132,5770.0,0.986
506,F5III,38.812,,4.36299991607666,6742,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
507,A7V,28.3374,,4.250999927520752,7846,A,7,2.445,8.279421637123345,8000.0,1.595
508,A5III,28.2865,4.130000114440918,4.447000026702881,8375,A,5,2.1149999999999998,11.220184543019641,8410.0,1.725
509,G9IV,47.1285,7.464000225067139,6.486000061035156,5169,G,9,5.199999999999999,0.6546361740672755,5285.0,0.8049999999999999
510,M3Ve,11.1359,7.690000057220459,5.679999828338622,3431,M,3,9.415,0.013489628825916547,3250.0,0.193
511,G0V,26.621,,5.418000221252441,6217,G,0,4.33,1.4588142602753487,5950.0,1.04
512,G1V,65.4969,8.737000465393066,7.277999877929687,6160,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
513,F5V,79.0539,,7.109000205993652,6493,F,5,3.7199999999999998,2.558585886905647,6545.0,1.1949999999999998
514,K0/1V,48.8467,,7.26800012588501,5522,K,0,5.31,0.5915616341754742,5200.0,0.781
515,F6V,58.8575,,4.0,6303,F,6,3.86,2.2490546058357817,6400.0,1.16
516,G8V+K5V,,,,5408,G,8,5.09,0.7244359600749902,5370.0,0.829
517,K1V,35.8155,,5.880000114440918,4998,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
518,A2Va,36.3996,,3.9149999618530273,8950,A,2,1.64,17.378008287493763,9040.0,1.94
519,A0V+M7/8V,47.7,4.989999771118164,5.150000095367432,0,A,0,1.24,25.11886431509581,9700.0,2.07
520,F6V,48.2132,6.489999771118164,5.980000019073486,6507,F,6,3.86,2.2490546058357817,6400.0,1.16
521,B8V,54.4052,,4.199999809265137,12370,B,8,-0.1,86.29785477669702,12000.0,2.84
522,B8.5V,71.4219,,5.664000034332275,10046,B,8,-0.1,86.29785477669702,12000.0,2.84
523,A0IVp,60.6781,,5.5920000076293945,9376,A,0,1.24,25.11886431509581,9700.0,2.07
524,G2V,35.8329,,5.868000030517577,6000,G,2,4.54,1.2022644346174132,5770.0,0.986
525,F2/3V,113.1644,,6.440999984741211,6800,F,2,3.27,3.8725764492161727,7040.0,1.31
526,G3V,38.1843,,6.396999835968018,5788,G,3,4.625,1.1117317272815914,5705.0,0.9595
527,K1V,38.6373,,7.085000038146973,5133,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
528,K1V,41.6698,,7.2729997634887695,5033,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
529,A3IV,53.5865,,5.4710001945495605,8166,A,3,1.795,15.066070661867425,8830.0,1.865
531,G1V,45.1998,,6.408999919891357,5914,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
532,K3VaCN1,14.1069,5.0900001525878915,4.1579999923706055,4774,K,3,5.82,0.36982817978026616,4760.0,0.7155
533,F7V,22.0317,,4.640999794006348,6333,F,7,3.99,1.9952623149688797,6275.0,1.125
534,A0Va,31.3806,,3.76200008392334,9896,A,0,1.24,25.11886431509581,9700.0,2.07
535,K1IV,641.3545,,7.03000020980835,4544,K,1,5.465,0.512861383991365,5065.0,0.7595000000000001
536,G1V,47.2641,,6.681000232696532,5798,G,1,4.4350000000000005,1.3243415351946644,5860.0,1.013
